N1 = 6, N2 = 30, n1_col = 125000, n2_col = 500000, tau = 0.02
0.0	5.01523	1.0218	1.0218	4.93943	0.995156	0.995156
0.02	4.98174	1.0374	1.03969	4.91261	1.00865	1.00849
0.04	4.94727	1.05485	1.05672	4.88606	1.022	1.02168
0.06	4.91478	1.07178	1.07228	4.85992	1.03512	1.03471
0.08	4.88189	1.08763	1.08932	4.83374	1.04817	1.04784
0.1	4.8497	1.10373	1.10541	4.80794	1.06104	1.06077
0.12	4.81742	1.12051	1.12092	4.78258	1.07373	1.07343
0.14	4.78558	1.13589	1.13736	4.75737	1.08635	1.08603
0.16	4.75501	1.15136	1.15247	4.73262	1.09873	1.0984
0.18	4.72362	1.16662	1.1686	4.70809	1.11096	1.11069
0.2	4.69286	1.18197	1.18401	4.68377	1.12317	1.12281
0.22	4.66196	1.19715	1.19973	4.6597	1.13525	1.13479
0.24	4.63262	1.21157	1.21465	4.6358	1.1472	1.14675
0.26	4.60439	1.22605	1.2284	4.6123	1.15892	1.15852
0.28	4.5756	1.24056	1.24268	4.58891	1.17064	1.1702
0.3	4.54694	1.2552	1.2567	4.56585	1.18216	1.18174
0.32	4.51838	1.26951	1.27095	4.54284	1.19359	1.19331
0.34	4.49129	1.28342	1.28413	4.52025	1.20489	1.20461
0.36	4.46326	1.29787	1.2977	4.49793	1.21608	1.21573
0.38	4.43614	1.31148	1.31122	4.47601	1.22709	1.22665
0.4	4.40953	1.32498	1.32433	4.45413	1.23806	1.23755
0.42	4.38302	1.33818	1.33764	4.43255	1.24881	1.24839
0.44	4.35748	1.35091	1.35045	4.4112	1.25945	1.2591
0.46	4.33216	1.36303	1.36365	4.39007	1.26999	1.26968
0.48	4.30691	1.37592	1.37601	4.36905	1.28048	1.28021
0.5	4.28082	1.38889	1.38913	4.34828	1.29083	1.29064
0.52	4.2556	1.40143	1.4018	4.3278	1.30109	1.30086
0.54	4.23161	1.41289	1.41434	4.30749	1.31125	1.31101
0.56	4.20845	1.42449	1.42589	4.28738	1.32132	1.32104
0.58	4.18447	1.43658	1.43778	4.26758	1.33124	1.33092
0.6	4.16134	1.44839	1.44911	4.24791	1.34107	1.34077
0.62	4.13757	1.45999	1.46128	4.22859	1.35076	1.35039
0.64	4.11502	1.47138	1.47244	4.20928	1.36039	1.36007
0.66	4.09354	1.4821	1.4832	4.19023	1.36989	1.36962
0.68	4.07074	1.49361	1.49449	4.17141	1.37928	1.37906
0.7	4.04939	1.50452	1.50493	4.15271	1.3886	1.38843
0.72	4.02887	1.51535	1.51462	4.13414	1.39789	1.39772
0.74	4.00846	1.52576	1.52461	4.116	1.40695	1.4068
0.76	3.98754	1.53636	1.53493	4.09793	1.416	1.41582
0.78	3.96665	1.54646	1.54573	4.07973	1.42505	1.42497
0.8	3.94693	1.55604	1.55586	4.06201	1.43392	1.43382
0.82	3.92734	1.5655	1.566	4.0445	1.44269	1.44256
0.84	3.90733	1.57571	1.5758	4.02702	1.45144	1.45128
0.86	3.88763	1.58579	1.58542	4.00989	1.45999	1.45987
0.88	3.86786	1.59569	1.59528	3.99284	1.46852	1.46839
0.9	3.84858	1.60528	1.60498	3.97611	1.47683	1.47681
0.92	3.82943	1.61518	1.61422	3.95952	1.48515	1.48508
0.94	3.81064	1.6246	1.6236	3.94299	1.49339	1.49336
0.96	3.79242	1.6339	1.63252	3.9267	1.50156	1.50149
0.98	3.77407	1.64314	1.64163	3.91056	1.50963	1.50955
1	3.75631	1.65212	1.6504	3.89462	1.51763	1.51749
1.02	3.73793	1.66103	1.65988	3.87895	1.5255	1.52529
1.04	3.72021	1.67016	1.66847	3.8633	1.53328	1.53317
1.06	3.70325	1.67861	1.67697	3.84775	1.54103	1.54097
1.08	3.68606	1.68711	1.68567	3.83244	1.54865	1.54866
1.1	3.66851	1.69576	1.69457	3.8172	1.55625	1.5563
1.12	3.65242	1.70367	1.70275	3.80233	1.5637	1.56372
1.14	3.63595	1.71235	1.71054	3.78753	1.5711	1.57111
1.16	3.61962	1.72027	1.71895	3.77278	1.57845	1.57851
1.18	3.6039	1.72811	1.72683	3.75834	1.5857	1.5857
1.2	3.58823	1.73587	1.73474	3.74405	1.59285	1.59285
1.22	3.57259	1.74382	1.74242	3.72993	1.59991	1.5999
1.24	3.55707	1.75169	1.75008	3.71587	1.60696	1.60692
1.26	3.54206	1.75908	1.75769	3.70201	1.61391	1.61383
1.28	3.52739	1.76647	1.76497	3.68826	1.62077	1.62071
1.3	3.51257	1.77357	1.7727	3.67462	1.62762	1.62751
1.32	3.49785	1.78103	1.77997	3.66109	1.6344	1.63426
1.34	3.48347	1.78822	1.78714	3.64772	1.64109	1.64094
1.36	3.46931	1.79534	1.79419	3.63457	1.64765	1.64753
1.38	3.45537	1.80205	1.80142	3.62142	1.65422	1.65411
1.4	3.44142	1.8092	1.80822	3.60845	1.66072	1.66058
1.42	3.42734	1.81625	1.81524	3.59557	1.66716	1.66702
1.44	3.41376	1.82318	1.82189	3.58291	1.6735	1.67333
1.46	3.40005	1.83019	1.82859	3.57041	1.67973	1.6796
1.48	3.38699	1.83664	1.8352	3.55809	1.68589	1.68576
1.5	3.37401	1.84322	1.84161	3.54581	1.69204	1.6919
1.52	3.36128	1.84947	1.84808	3.53373	1.6981	1.69792
1.54	3.34882	1.85553	1.85448	3.52171	1.7041	1.70393
1.56	3.33648	1.86155	1.86081	3.50974	1.7101	1.7099
1.58	3.32412	1.86775	1.86697	3.49793	1.71601	1.71581
1.6	3.31188	1.87392	1.87304	3.48624	1.72188	1.72163
1.62	3.30004	1.87981	1.87898	3.4747	1.72766	1.72739
1.64	3.2881	1.88587	1.88487	3.46324	1.73337	1.73314
1.66	3.27647	1.89202	1.89034	3.45186	1.73904	1.73885
1.68	3.26505	1.89797	1.89582	3.44065	1.74464	1.74446
1.7	3.25377	1.90361	1.90146	3.42951	1.75018	1.75006
1.72	3.24261	1.90894	1.90728	3.41854	1.75567	1.75553
1.74	3.23143	1.91446	1.91295	3.40765	1.76109	1.76101
1.76	3.2203	1.91993	1.91861	3.39687	1.76648	1.7664
1.78	3.20954	1.92529	1.92401	3.38616	1.77181	1.77178
1.8	3.19859	1.93065	1.9296	3.37562	1.77709	1.77704
1.82	3.18792	1.9361	1.93482	3.3651	1.78236	1.78228
1.84	3.17793	1.94116	1.93975	3.35475	1.78752	1.78747
1.86	3.16769	1.94621	1.94494	3.34452	1.79266	1.79257
1.88	3.15731	1.95121	1.95032	3.33445	1.79772	1.79758
1.9	3.14721	1.95615	1.95548	3.32444	1.80273	1.80257
1.92	3.13761	1.96111	1.96012	3.31446	1.80771	1.80758
1.94	3.1277	1.96615	1.96499	3.30468	1.81259	1.81248
1.96	3.11851	1.97084	1.96949	3.29494	1.81745	1.81736
1.98	3.10928	1.97556	1.974	3.28532	1.82225	1.82218
2	3.09958	1.98035	1.97891	3.27574	1.82704	1.82696
2.02	3.08991	1.98512	1.98381	3.26629	1.83177	1.83169
2.04	3.08099	1.98964	1.98821	3.25684	1.83646	1.83644
2.06	3.07168	1.99429	1.99287	3.2476	1.84108	1.84106
