# v_cut = 5, tau = 0.02
#1) N = 4, n_col = 125000
#2) N = 6, n_col = 125000
#3) N = 8, n_col = 125000
#4) N = 10, n_col = 125000
#5) N = 30, n_col = 250000
0.0	4.32345	5.01523	4.96191	4.95689	4.93943
0.02	4.31214	4.98249	4.93576	4.93016	4.91254
0.04	4.30093	4.94898	4.90996	4.9035	4.88597
0.06	4.2897	4.91516	4.88417	4.877	4.86003
0.08	4.27845	4.8828	4.85895	4.85069	4.83437
0.1	4.26723	4.84952	4.83423	4.82436	4.80842
0.12	4.25614	4.81714	4.81005	4.79789	4.78314
0.14	4.24494	4.78681	4.78632	4.77218	4.7578
0.16	4.23381	4.75429	4.76194	4.74672	4.73322
0.18	4.22299	4.72448	4.73823	4.72195	4.70858
0.2	4.21208	4.69368	4.71459	4.69723	4.68417
0.22	4.20148	4.66296	4.69081	4.67361	4.65988
0.24	4.19093	4.63227	4.66835	4.64956	4.63589
0.26	4.18037	4.60339	4.64539	4.62606	4.61201
0.28	4.16981	4.57512	4.62281	4.60254	4.58865
0.3	4.15937	4.54777	4.60112	4.57863	4.56551
0.32	4.14908	4.52011	4.57857	4.55543	4.54282
0.34	4.13871	4.49249	4.55618	4.5324	4.52028
0.36	4.1284	4.4658	4.53416	4.50911	4.49799
0.38	4.11822	4.43916	4.51277	4.48614	4.47602
0.4	4.10811	4.41181	4.49169	4.46421	4.45414
0.42	4.09799	4.38611	4.4717	4.44212	4.43278
0.44	4.0879	4.36005	4.45063	4.42039	4.41138
0.46	4.07813	4.33501	4.43023	4.39874	4.3901
0.48	4.06818	4.30928	4.41	4.37788	4.36891
0.5	4.05834	4.28553	4.38971	4.35666	4.34818
0.52	4.04872	4.26096	4.36876	4.33609	4.32791
0.54	4.03898	4.23644	4.34888	4.31606	4.30721
0.56	4.02925	4.21256	4.32864	4.2954	4.28702
0.58	4.01947	4.18885	4.30892	4.27543	4.26712
0.6	4.01006	4.16558	4.28961	4.25559	4.24715
0.62	4.00065	4.14287	4.27033	4.23556	4.22747
0.64	3.99124	4.12011	4.25171	4.21628	4.20835
0.66	3.98198	4.09806	4.23284	4.19692	4.18948
0.68	3.97264	4.07603	4.21434	4.17801	4.17083
0.7	3.96337	4.05432	4.19656	4.1588	4.15231
0.72	3.95435	4.03283	4.17846	4.14021	4.13394
0.74	3.94531	4.01121	4.16042	4.12178	4.11566
0.76	3.9362	3.99091	4.14313	4.10387	4.09751
0.78	3.92723	3.97033	4.12537	4.08578	4.07956
0.8	3.91813	3.94909	4.10853	4.06823	4.06194
0.82	3.90906	3.92848	4.09153	4.05044	4.04439
0.84	3.90024	3.90803	4.07388	4.03242	4.02718
0.86	3.89147	3.88892	4.05701	4.01511	4.01002
0.88	3.88272	3.86894	4.03998	3.99775	3.993
0.9	3.87403	3.84956	4.02314	3.98087	3.97618
0.92	3.86547	3.8304	4.00659	3.96401	3.95962
0.94	3.85691	3.8116	3.9904	3.94826	3.94327
0.96	3.84836	3.79297	3.97404	3.93153	3.92702
0.98	3.83981	3.77566	3.95754	3.91529	3.91092
1	3.83141	3.75779	3.94157	3.89953	3.89502
1.02	3.82317	3.74011	3.92567	3.88326	3.87928
1.04	3.81496	3.72244	3.91056	3.86754	3.86363
1.06	3.80665	3.70533	3.89529	3.85167	3.84813
1.08	3.79852	3.68897	3.8801	3.83587	3.83309
1.1	3.79055	3.67242	3.86487	3.82083	3.818
1.12	3.7825	3.65572	3.85033	3.80563	3.80312
1.14	3.7745	3.63964	3.83616	3.79026	3.78822
