# v_cut = 5, tau = 0.02
#1) N = 4, n_col = 125000
#2) N = 6, n_col = 125000
#3) N = 8, n_col = 125000
#4) N = 10, n_col = 125000
#5) N = 30, n_col = 250000
0.0	4.32345	5.01523	4.96191	4.95689	4.93943
0.02	4.31214	4.98249	4.93576	4.93016	4.91254
0.04	4.30088	4.94988	4.90973	4.90376	4.88621
0.06	4.28947	4.91722	4.88448	4.87718	4.85985
0.08	4.27819	4.88578	4.85844	4.85079	4.83454
0.1	4.26706	4.85422	4.83339	4.82386	4.80891
0.12	4.25588	4.82259	4.80871	4.79752	4.78355
0.14	4.2448	4.78997	4.78431	4.77179	4.75837
0.16	4.23391	4.75697	4.76041	4.74655	4.73313
0.18	4.22316	4.72536	4.73666	4.72063	4.70848
0.2	4.21211	4.69472	4.71327	4.69592	4.68381
0.22	4.20135	4.66522	4.68977	4.6709	4.66001
0.24	4.19082	4.63628	4.6669	4.64651	4.63609
0.26	4.1803	4.60659	4.64405	4.62206	4.61236
0.28	4.16964	4.57831	4.62203	4.59895	4.5893
0.3	4.159	4.54902	4.59978	4.57592	4.56625
0.32	4.14862	4.52145	4.57736	4.55321	4.54342
0.34	4.13808	4.4934	4.55586	4.53067	4.52109
0.36	4.12758	4.46606	4.5338	4.50781	4.49877
0.38	4.11734	4.43911	4.51226	4.48548	4.47668
0.4	4.10722	4.41173	4.49181	4.46279	4.45476
0.42	4.09719	4.38541	4.47136	4.4402	4.43275
0.44	4.08719	4.35931	4.45072	4.41784	4.41142
0.46	4.07707	4.33401	4.42969	4.39647	4.39046
0.48	4.06706	4.30894	4.40917	4.37454	4.36921
0.5	4.05731	4.28352	4.38826	4.35317	4.3483
0.52	4.04766	4.25893	4.36824	4.33275	4.32766
0.54	4.03772	4.23546	4.34788	4.31212	4.30725
0.56	4.02803	4.21093	4.32794	4.29189	4.28703
0.58	4.01839	4.18671	4.3082	4.27164	4.26701
0.6	4.00882	4.1638	4.2886	4.25269	4.24712
0.62	3.99923	4.14101	4.2693	4.23259	4.22717
0.64	3.98964	4.11802	4.25068	4.21303	4.20792
0.66	3.98008	4.09631	4.23253	4.19409	4.18873
0.68	3.97098	4.07392	4.21396	4.17462	4.16981
0.7	3.9618	4.05135	4.19595	4.15565	4.1514
0.72	3.95274	4.0301	4.17826	4.13711	4.13303
0.74	3.94365	4.00903	4.15984	4.11881	4.1146
0.76	3.9348	3.9876	4.14143	4.10043	4.0964
0.78	3.9257	3.96667	4.12321	4.08228	4.07834
0.8	3.9169	3.94605	4.10606	4.06458	4.06061
0.82	3.90805	3.92653	4.08914	4.04646	4.04293
0.84	3.89921	3.90688	4.07232	4.02963	4.02583
0.86	3.89049	3.8879	4.05524	4.01209	4.00874
0.88	3.88157	3.86799	4.03837	3.99475	3.9918
0.9	3.87292	3.84863	4.02136	3.97781	3.97511
0.92	3.86438	3.83006	4.00454	3.96117	3.95847
0.94	3.8558	3.81172	3.98843	3.94392	3.94229
0.96	3.84731	3.79325	3.97249	3.92688	3.92598
0.98	3.83876	3.77512	3.95623	3.91073	3.90998
1	3.83046	3.7567	3.9406	3.89464	3.89395
1.02	3.82212	3.73931	3.92518	3.87906	3.87824
1.04	3.8139	3.72216	3.90931	3.86324	3.8627
1.06	3.80551	3.70506	3.89411	3.8474	3.8472
1.08	3.79724	3.68749	3.87902	3.83172	3.83194
1.1	3.78902	3.67052	3.86365	3.81625	3.817
1.12	3.78092	3.65424	3.8488	3.80099	3.80217
1.14	3.77285	3.63802	3.83405	3.78606	3.78735
