# Max change (t), [t] - время свободного пробега
0.1	4.83673	1.0018	1.00173
0.2	4.80497	1.0177	1.0176
0.3	4.77349	1.03345	1.03332
0.4	4.7424	1.04897	1.04889
0.5	4.71179	1.06426	1.06421
0.6	4.68181	1.07928	1.07917
0.7	4.6521	1.09416	1.094
0.8	4.62281	1.10881	1.10865
0.9	4.59391	1.12326	1.12309
1	4.56529	1.13755	1.13742
1.1	4.53697	1.15172	1.15158
1.2	4.50892	1.16572	1.16563
1.3	4.48146	1.17949	1.17932
1.4	4.45422	1.19308	1.19296
1.5	4.4276	1.20643	1.20623
1.6	4.40104	1.2197	1.21953
1.7	4.37474	1.23283	1.2327
1.8	4.34878	1.24576	1.24572
1.9	4.32325	1.2585	1.25851
2	4.29821	1.27103	1.27102
2.1	4.27343	1.28339	1.28344
2.2	4.24906	1.2956	1.29561
2.3	4.22494	1.30763	1.3077
2.4	4.20094	1.31965	1.31968
2.5	4.17736	1.33143	1.33148
2.6	4.15407	1.34308	1.34311
2.7	4.1311	1.35453	1.35463
2.8	4.10838	1.36583	1.36606
2.9	4.08577	1.3771	1.3774
3	4.06367	1.38816	1.38844
3.1	4.04198	1.39905	1.39924
3.2	4.02043	1.4098	1.41004
3.3	3.99913	1.42043	1.4207
3.4	3.97821	1.4309	1.43116
3.5	3.95737	1.44129	1.4416
3.6	3.93687	1.45156	1.45183
3.7	3.91657	1.46169	1.46201
3.8	3.89668	1.47166	1.47193
3.9	3.87698	1.4815	1.48178
4	3.85743	1.4913	1.49153
4.1	3.83831	1.50092	1.50104
4.2	3.81944	1.5104	1.51042
4.3	3.80074	1.51975	1.51977
4.4	3.78234	1.52893	1.52899
4.5	3.7641	1.53806	1.53811
4.6	3.74602	1.54709	1.54716
4.7	3.72831	1.55596	1.556
4.8	3.71076	1.56474	1.56476
4.9	3.69343	1.5734	1.57343
5	3.67631	1.58195	1.58201
5.1	3.65931	1.59042	1.59054
5.2	3.64267	1.59869	1.5989
5.3	3.62617	1.60689	1.60721
5.4	3.61	1.61502	1.61525
5.5	3.59388	1.62304	1.62334
5.6	3.57806	1.63095	1.63125
5.7	3.56236	1.63876	1.63914
5.8	3.54681	1.64653	1.64692
5.9	3.53155	1.65418	1.65454
6	3.51655	1.66166	1.66206
6.1	3.50172	1.66907	1.66948
6.2	3.48701	1.67643	1.67683
6.3	3.47242	1.68375	1.6841
6.4	3.45804	1.69094	1.69128
