# Max change (t), [t] - время свободного пробега
0.1	4.75038	1.04702	1.04458
0.2	4.63552	1.10469	1.10176
0.3	4.52657	1.15938	1.15602
0.4	4.42324	1.2111	1.20763
0.5	4.32227	1.26048	1.25922
0.6	4.22791	1.30845	1.30561
0.7	4.13633	1.35598	1.34966
0.8	4.05281	1.39668	1.39249
0.9	3.96959	1.43893	1.43345
1	3.89258	1.47665	1.47274
1.1	3.81927	1.51297	1.50973
1.2	3.74931	1.54792	1.54474
1.3	3.68161	1.58107	1.57929
1.4	3.61541	1.61429	1.61227
1.5	3.55401	1.64538	1.64258
1.6	3.49427	1.67507	1.67263
1.7	3.43988	1.70258	1.69951
1.8	3.38706	1.72958	1.72533
1.9	3.33575	1.7553	1.75092
2	3.28696	1.77999	1.77502
2.1	3.24124	1.80284	1.79789
2.2	3.19699	1.82527	1.81971
2.3	3.15457	1.84649	1.84091
2.4	3.11436	1.86651	1.8611
2.5	3.07616	1.88567	1.88015
2.6	3.0399	1.90331	1.89877
2.7	3.00636	1.91986	1.91576
2.8	2.97393	1.93585	1.93219
2.9	2.94274	1.95131	1.94793
3	2.91288	1.96608	1.96301
3.1	2.88383	1.98052	1.97763
3.2	2.85633	1.99403	1.99162
3.3	2.82993	2.00727	2.00478
3.4	2.80437	2.02013	2.01747
3.5	2.78132	2.03129	2.02936
3.6	2.759	2.0424	2.04058
3.7	2.73713	2.05296	2.05188
3.8	2.71644	2.06323	2.0623
3.9	2.69717	2.07295	2.07185
4	2.67863	2.08215	2.0812
4.1	2.66052	2.09113	2.09033
4.2	2.64336	2.09951	2.09911
4.3	2.62677	2.10771	2.1075
4.4	2.61139	2.11538	2.1152
4.5	2.59647	2.12275	2.12275
4.6	2.58195	2.12987	2.13016
4.7	2.56851	2.13646	2.137
4.8	2.55562	2.14303	2.14333
4.9	2.54326	2.14917	2.14954
5	2.53156	2.15492	2.15549
5.1	2.52045	2.16059	2.16093
5.2	2.50932	2.16606	2.16659
5.3	2.49913	2.17118	2.17166
5.4	2.48931	2.17607	2.17659
5.5	2.48002	2.18077	2.18119
5.6	2.47115	2.18518	2.18565
5.7	2.46264	2.18942	2.18992
5.8	2.45445	2.19362	2.1939
5.9	2.44661	2.19755	2.19781
6	2.43928	2.2012	2.20149
6.1	2.43228	2.20474	2.20496
6.2	2.42537	2.20812	2.20849
6.3	2.41875	2.21141	2.21181
6.4	2.41272	2.21443	2.21483
6.5	2.40688	2.21731	2.21779
6.6	2.40122	2.22013	2.22062
6.7	2.39574	2.22281	2.22343
6.8	2.39065	2.22535	2.22597
6.9	2.38568	2.22789	2.2284
7	2.38108	2.2302	2.2307
7.1	2.37676	2.23233	2.23288
7.2	2.37258	2.23443	2.23496
7.3	2.36848	2.23649	2.23701
7.4	2.36466	2.23841	2.2389
7.5	2.3611	2.24018	2.24069
7.6	2.3575	2.24201	2.24246
7.7	2.3541	2.24373	2.24414
7.8	2.35083	2.24541	2.24573
7.9	2.34787	2.24689	2.24721
8	2.34488	2.24837	2.24872
8.1	2.34202	2.24982	2.25014
8.2	2.33933	2.2512	2.25144
8.3	2.33676	2.2525	2.25272
8.4	2.33417	2.25376	2.25405
8.5	2.33186	2.25491	2.2552
8.6	2.32959	2.25604	2.25634
8.7	2.32745	2.25712	2.2574
8.8	2.32539	2.25814	2.25844
8.9	2.32338	2.25913	2.25946
9	2.32146	2.2601	2.26042
9.1	2.31964	2.26101	2.26133
9.2	2.31796	2.26185	2.26216
9.3	2.31631	2.26268	2.26298
9.4	2.31483	2.26343	2.26372
