# Max change (t), [t] - время свободного пробега
0.02	4.97471	1.0071	1.00908
0.04	4.94551	1.02432	1.02106
0.06	4.92687	1.03221	1.0318
0.08	4.89404	1.04534	1.05152
0.1	4.86178	1.06458	1.06452
0.12	4.84102	1.07539	1.07447
0.14	4.81543	1.08746	1.088
0.16	4.77587	1.10639	1.10863
0.18	4.75405	1.11903	1.1178
0.2	4.73327	1.12969	1.12793
0.22	4.6998	1.14514	1.14594
0.24	4.67267	1.15994	1.15828
0.26	4.64588	1.1742	1.17081
0.28	4.62136	1.18772	1.18181
0.3	4.60309	1.19574	1.19206
0.32	4.58594	1.20521	1.19974
0.34	4.5541	1.22192	1.21487
0.36	4.52842	1.23474	1.22772
0.38	4.50413	1.24628	1.24048
0.4	4.48617	1.25657	1.24815
0.42	4.46508	1.26594	1.25987
0.44	4.43603	1.28368	1.27117
0.46	4.41918	1.29121	1.28049
0.48	4.39409	1.30532	1.29148
0.5	4.3729	1.3165	1.30149
0.52	4.35128	1.32586	1.31375
0.54	4.32254	1.33739	1.33096
0.56	4.29282	1.35456	1.34351
0.58	4.26964	1.36626	1.35499
0.6	4.24661	1.37915	1.36513
0.62	4.22876	1.39053	1.3716
0.64	4.21028	1.39848	1.38213
0.66	4.19709	1.40336	1.39044
0.68	4.16329	1.41878	1.40882
0.7	4.14916	1.42771	1.41402
0.72	4.12856	1.43652	1.4258
0.74	4.11282	1.44388	1.43418
0.76	4.0904	1.45608	1.44441
0.78	4.07391	1.46453	1.45244
0.8	4.04521	1.47904	1.46663
0.82	4.03052	1.4874	1.47297
0.84	4.01838	1.49446	1.47804
0.86	4.00267	1.50523	1.48299
0.88	3.9866	1.51334	1.49095
0.9	3.97113	1.52175	1.498
0.92	3.95964	1.52776	1.50348
0.94	3.94393	1.53556	1.5114
0.96	3.93078	1.54195	1.51816
0.98	3.91288	1.55104	1.52697
1	3.8945	1.55933	1.53705
1.02	3.87509	1.56832	1.54748
1.04	3.86124	1.57638	1.55327
1.06	3.84938	1.58149	1.56002
1.08	3.83184	1.58819	1.57086
1.1	3.81675	1.59506	1.57908
