# Max change (t), [t] - время свободного пробега
0.1	4.74373	1.04835	1.04818
0.2	4.62242	1.10898	1.10886
0.3	4.50666	1.16682	1.16679
0.4	4.39897	1.22079	1.2205
0.5	4.29517	1.27206	1.27303
0.6	4.19702	1.32144	1.3218
0.7	4.10469	1.36793	1.36764
0.8	4.01829	1.41152	1.41046
0.9	3.9338	1.45357	1.4529
1	3.85495	1.49304	1.49227
1.1	3.77937	1.53097	1.52992
1.2	3.7079	1.5665	1.56586
1.3	3.6398	1.60044	1.60003
1.4	3.57515	1.63285	1.63227
1.5	3.51312	1.66385	1.6633
1.6	3.45468	1.69288	1.69271
1.7	3.39906	1.72044	1.72076
1.8	3.34577	1.747	1.7475
1.9	3.29531	1.77225	1.7727
2	3.24803	1.79597	1.79627
2.1	3.20289	1.8187	1.81868
2.2	3.15938	1.8404	1.84049
2.3	3.11811	1.86101	1.86115
2.4	3.07883	1.88069	1.88075
2.5	3.04147	1.89938	1.89942
2.6	3.00617	1.91686	1.91724
2.7	2.97222	1.93381	1.93424
2.8	2.93983	1.94998	1.95045
2.9	2.90923	1.96534	1.9657
3	2.87992	1.98003	1.98032
3.1	2.85229	1.99381	1.99416
3.2	2.82583	2.00702	2.00742
3.3	2.80038	2.01975	2.02013
3.4	2.77633	2.03182	2.03211
3.5	2.7531	2.04339	2.04378
3.6	2.73111	2.05439	2.05477
3.7	2.71026	2.06485	2.06516
3.8	2.6903	2.07476	2.07521
3.9	2.67143	2.08428	2.08456
4	2.65341	2.09326	2.09359
4.1	2.63611	2.1019	2.10225
4.2	2.61968	2.11015	2.11044
4.3	2.60408	2.11793	2.11826
4.4	2.58904	2.12547	2.12575
4.5	2.57503	2.13253	2.1327
4.6	2.56141	2.13938	2.13948
4.7	2.54851	2.14582	2.14594
4.8	2.5362	2.152	2.15207
4.9	2.52443	2.15787	2.15797
5	2.51325	2.16339	2.16363
5.1	2.50259	2.16873	2.16895
5.2	2.49232	2.17386	2.17409
5.3	2.48253	2.17879	2.17895
5.4	2.47326	2.18343	2.18358
5.5	2.46448	2.18782	2.18797
5.6	2.45608	2.19203	2.19216
5.7	2.4481	2.19603	2.19614
5.8	2.44048	2.19984	2.19995
5.9	2.43311	2.20352	2.20364
6	2.4261	2.20702	2.20715
6.1	2.41953	2.21029	2.21045
6.2	2.41321	2.21345	2.2136
6.3	2.40714	2.2165	2.21662
6.4	2.40138	2.21937	2.21952
6.5	2.39588	2.22214	2.22225
6.6	2.39052	2.22481	2.22494
6.7	2.38549	2.22734	2.22744
6.8	2.3807	2.22976	2.22981
6.9	2.37614	2.23205	2.23208
7	2.37177	2.23426	2.23424
7.1	2.36759	2.23632	2.23635
7.2	2.36361	2.23832	2.23833
7.3	2.35981	2.2402	2.24026
7.4	2.35622	2.24199	2.24205
7.5	2.35274	2.24372	2.24381
