# Max change (t), [t] - время свободного пробега
0.1	4.85255	0.993751	0.993969
0.2	4.83644	1.00186	1.00197
0.3	4.8205	1.00984	1.00992
0.4	4.80461	1.01777	1.01788
0.5	4.78874	1.02568	1.02585
0.6	4.77301	1.03351	1.03375
0.7	4.75729	1.04137	1.04161
0.8	4.7418	1.04915	1.04932
0.9	4.72637	1.05688	1.05702
1	4.71113	1.06454	1.0646
1.1	4.69602	1.07212	1.07214
1.2	4.68097	1.07965	1.07965
1.3	4.66592	1.08716	1.08719
1.4	4.65105	1.09457	1.09465
1.5	4.6363	1.10196	1.10201
1.6	4.62162	1.10928	1.10936
1.7	4.60704	1.11658	1.11664
1.8	4.59257	1.12383	1.12386
1.9	4.57817	1.13105	1.13104
2	4.56384	1.13824	1.13819
2.1	4.54953	1.14536	1.14537
2.2	4.53554	1.15241	1.15232
2.3	4.52156	1.15937	1.15934
2.4	4.50766	1.16633	1.16628
2.5	4.49373	1.17329	1.17325
2.6	4.47993	1.1802	1.18014
2.7	4.46629	1.18704	1.18694
2.8	4.45279	1.19378	1.1937
2.9	4.4393	1.20051	1.20046
3	4.42597	1.20717	1.20713
3.1	4.41254	1.21389	1.21383
3.2	4.39934	1.22048	1.22044
3.3	4.38624	1.22704	1.22698
3.4	4.37324	1.23355	1.23347
3.5	4.3603	1.24001	1.23995
3.6	4.34742	1.24646	1.24638
3.7	4.33454	1.25288	1.25284
3.8	4.32185	1.25924	1.25918
3.9	4.30926	1.26553	1.26548
4	4.2967	1.27182	1.27175
4.1	4.28418	1.27806	1.27803
4.2	4.27185	1.28423	1.28419
4.3	4.25957	1.29037	1.29032
4.4	4.24743	1.29644	1.2964
4.5	4.23531	1.30249	1.30246
4.6	4.2232	1.30851	1.30855
4.7	4.21113	1.31452	1.31461
4.8	4.19926	1.32046	1.32055
4.9	4.18741	1.32638	1.32648
5	4.17567	1.33223	1.33236
5.1	4.16402	1.33805	1.33819
5.2	4.15241	1.34386	1.344
5.3	4.14095	1.34959	1.34973
5.4	4.12947	1.35533	1.35547
5.5	4.11807	1.36099	1.3612
5.6	4.10687	1.36659	1.3668
5.7	4.09555	1.37222	1.3725
5.8	4.08436	1.37781	1.3781
5.9	4.07322	1.38339	1.38365
6	4.06228	1.38886	1.38913
6.1	4.05126	1.39437	1.39464
6.2	4.04033	1.3998	1.40014
6.3	4.02949	1.40522	1.40556
6.4	4.01875	1.41061	1.4109
6.5	4.00808	1.41594	1.41624
6.6	3.99752	1.42124	1.4215
6.7	3.98704	1.4265	1.42673
6.8	3.97657	1.43173	1.43197
6.9	3.96622	1.43691	1.43714
7	3.95592	1.44207	1.44228
7.1	3.94564	1.44721	1.44742
7.2	3.93546	1.45232	1.45249
7.3	3.9253	1.45738	1.45759
7.4	3.91529	1.46237	1.46261
7.5	3.90528	1.46738	1.46761
7.6	3.89536	1.47233	1.47258
7.7	3.88547	1.47726	1.47753
7.8	3.87561	1.48218	1.48247
7.9	3.86588	1.48704	1.48734
8	3.85618	1.49187	1.49221
8.1	3.84659	1.49668	1.497
8.2	3.837	1.50147	1.5018
8.3	3.82753	1.50621	1.50653
8.4	3.81807	1.51094	1.51125
8.5	3.80865	1.51563	1.51599
8.6	3.79935	1.52028	1.52063
8.7	3.79007	1.52493	1.52527
8.8	3.78093	1.52951	1.52983
8.9	3.77181	1.53405	1.5344
9	3.76276	1.53858	1.53892
9.1	3.75374	1.54309	1.54343
9.2	3.74479	1.54758	1.5479
9.3	3.73593	1.55203	1.55231
9.4	3.72706	1.55644	1.55677
9.5	3.71829	1.56081	1.56116
9.6	3.70954	1.5652	1.56553
9.7	3.70082	1.56956	1.56988
9.8	3.69219	1.57388	1.57419
9.9	3.68361	1.57816	1.57849
10	3.67507	1.58243	1.58276
10.1	3.66657	1.58667	1.58703
10.2	3.65811	1.59089	1.59126
10.3	3.64968	1.5951	1.59549
10.4	3.6414	1.59925	1.59962
10.5	3.63311	1.60339	1.60377
10.6	3.62494	1.60747	1.60786
10.7	3.6168	1.61156	1.61191
10.8	3.60869	1.6156	1.61597
10.9	3.60058	1.61964	1.62004
11	3.59256	1.62365	1.62406
11.1	3.58463	1.62762	1.62802
11.2	3.57678	1.63155	1.63194
11.3	3.56896	1.63548	1.63582
11.4	3.56114	1.63937	1.63975
11.5	3.55338	1.64324	1.64364
11.6	3.54566	1.64711	1.6475
11.7	3.53807	1.65091	1.65129
11.8	3.53042	1.65474	1.65511
11.9	3.52283	1.65853	1.6589
12	3.51527	1.66231	1.66268
12.1	3.50784	1.66602	1.66641
12.2	3.50041	1.66973	1.67013
12.3	3.49305	1.67342	1.6738
12.4	3.48571	1.67709	1.67746
12.5	3.47842	1.68075	1.6811
12.6	3.47119	1.68436	1.68472
12.7	3.46398	1.68797	1.68832
12.8	3.45684	1.69152	1.69191
12.9	3.44974	1.69508	1.69544
13	3.44269	1.69861	1.69896
13.1	3.43566	1.70211	1.7025
13.2	3.42872	1.70558	1.70597
13.3	3.42182	1.70903	1.70941
13.4	3.41493	1.71247	1.71286
13.5	3.40811	1.71588	1.71628
13.6	3.40131	1.71926	1.71969
13.7	3.39454	1.72265	1.72308
13.8	3.38779	1.72601	1.72647
13.9	3.38111	1.72935	1.7298
14	3.37447	1.73267	1.73312
14.1	3.3679	1.73595	1.73642
14.2	3.36135	1.73923	1.73968
14.3	3.35486	1.74247	1.74294
14.4	3.3484	1.7457	1.74616
14.5	3.34195	1.74893	1.74939
14.6	3.33556	1.75214	1.75256
14.7	3.32919	1.75532	1.75576
14.8	3.32287	1.75848	1.75892
14.9	3.31656	1.76163	1.76207
15	3.31036	1.76473	1.76517
15.1	3.30417	1.76782	1.76828
15.2	3.29799	1.7709	1.77137
15.3	3.29187	1.77396	1.77444
15.4	3.28578	1.777	1.77749
15.5	3.27972	1.78004	1.78051
15.6	3.2737	1.78304	1.78352
15.7	3.26774	1.78603	1.7865
15.8	3.26179	1.789	1.78948
15.9	3.25592	1.79194	1.79241
16	3.25002	1.79489	1.79536
16.1	3.24421	1.7978	1.79825
16.2	3.23841	1.80071	1.80115
16.3	3.23266	1.80358	1.80403
16.4	3.22694	1.80643	1.8069
16.5	3.22126	1.80927	1.80973
16.6	3.21561	1.8121	1.81255
16.7	3.21002	1.81491	1.81534
16.8	3.20446	1.81768	1.81812
16.9	3.19895	1.82045	1.82087
17	3.19346	1.82319	1.82361
17.1	3.18798	1.82592	1.82636
17.2	3.18254	1.82865	1.82907
17.3	3.17714	1.83135	1.83178
17.4	3.17176	1.83404	1.83447
17.5	3.16643	1.8367	1.83713
17.6	3.16115	1.83934	1.83977
17.7	3.15587	1.84198	1.84241
17.8	3.15063	1.8446	1.84504
17.9	3.14542	1.8472	1.84765
18	3.14025	1.84979	1.85022
18.1	3.13512	1.85237	1.85278
18.2	3.13003	1.85493	1.8553
18.3	3.12498	1.85746	1.85783
18.4	3.11993	1.85998	1.86036
18.5	3.11494	1.86247	1.86286
18.6	3.10995	1.86496	1.86535
18.7	3.10499	1.86744	1.86783
18.8	3.10008	1.86989	1.87029
18.9	3.0952	1.87233	1.87273
19	3.09033	1.87477	1.87517
19.1	3.08549	1.87718	1.8776
19.2	3.08068	1.87959	1.87999
19.3	3.0759	1.88199	1.88238
19.4	3.07117	1.88436	1.88474
19.5	3.06646	1.88671	1.8871
19.6	3.06178	1.88905	1.88944
19.7	3.05711	1.89139	1.89178
19.8	3.05247	1.8937	1.89409
19.9	3.04785	1.89602	1.89639
20	3.0433	1.89831	1.89866
20.1	3.03876	1.90059	1.90092
20.2	3.03427	1.90284	1.90316
20.3	3.02975	1.9051	1.90542
20.4	3.02528	1.90734	1.90764
20.5	3.02084	1.90957	1.90986
20.6	3.01642	1.91178	1.91207
20.7	3.01202	1.91398	1.91427
20.8	3.00763	1.91617	1.91646
20.9	3.0033	1.91834	1.91862
21	2.99902	1.92049	1.92076
21.1	2.99475	1.92263	1.92289
21.2	2.9905	1.92475	1.92502
21.3	2.98628	1.92686	1.92713
21.4	2.98209	1.92895	1.92923
21.5	2.97792	1.93104	1.93131
21.6	2.97377	1.93311	1.93339
21.7	2.96963	1.93517	1.93546
21.8	2.96552	1.93723	1.93751
21.9	2.96145	1.93927	1.93955
22	2.95742	1.94129	1.94156
22.1	2.95341	1.94329	1.94356
22.2	2.94944	1.94528	1.94555
22.3	2.94544	1.94728	1.94754
22.4	2.94148	1.94926	1.94952
22.5	2.93753	1.95125	1.95149
22.6	2.93363	1.95319	1.95345
22.7	2.92974	1.95513	1.95539
22.8	2.92588	1.95706	1.95733
22.9	2.92204	1.95897	1.95925
23	2.91823	1.96088	1.96116
23.1	2.91446	1.96277	1.96304
23.2	2.9107	1.96465	1.96492
23.3	2.90697	1.96652	1.96678
23.4	2.90324	1.96839	1.96864
23.5	2.89954	1.97024	1.97048
23.6	2.89587	1.97208	1.97232
23.7	2.89223	1.9739	1.97414
23.8	2.88861	1.97571	1.97595
23.9	2.88502	1.9775	1.97775
24	2.88145	1.97929	1.97953
24.1	2.87789	1.98106	1.98131
24.2	2.87436	1.98283	1.98307
24.3	2.87083	1.9846	1.98483
24.4	2.86735	1.98635	1.98657
24.5	2.86388	1.98808	1.9883
24.6	2.86042	1.98981	1.99003
24.7	2.857	1.99152	1.99174
24.8	2.85358	1.99323	1.99346
24.9	2.85018	1.99493	1.99516
